from,to,active,date
OAK,GDL,1,2020-04-06
OAK,TER,0,2020-04-06
OAK,MLM,0,2020-04-06
OAK,PVR,0,2020-04-06
OAK,BJX,0,2020-04-06
OAK,SJD,0,2020-04-06
OAK,MEX,0,2020-04-06
OGG,YVR,0,2020-04-06
OGG,YEG,0,2020-04-06
OGG,YYC,0,2020-04-06
ONT,GDL,0,2020-04-06
ONT,TPE,0,2020-04-06
ONT,SAL,0,2020-04-06
ONT,GUA,0,2020-04-06
ORD,LHR,1,2020-04-07
ORD,LGW,1,2020-04-07
ORD,CUN,1,2020-04-07
ORD,YYZ,1,2020-04-07
ORD,MEX,1,2020-04-07
ORD,GDL,1,2020-04-07
ORD,NRT,1,2020-04-07
ORD,HND,1,2020-04-07
ORD,DUB,1,2020-04-08
ORD,YVR,0,
ORD,IST,0,
ORD,ARN,0,
ORD,GRU,0,
ORD,ZRH,0,
ORD,MTY,0,
ORD,KEF,0,
ORD,PRG,0,
ORD,BRU,0,
ORD,EDI,0,
ORD,YQB,0,
ORD,YHZ,0,
ORD,BUD,0,
ORD,OAX,0,
ORD,PVR,0,
ORD,QRO,0,
ORD,FRA,0,
ORD,ICN,0,
ORD,STT,0,
ORD,CTU,0,
ORD,LIS,0,
ORD,CDG,0,
ORD,LIR,0,
ORD,BNE,0,
ORD,DXB,0,
ORD,YYC,0,
ORD,AUA,0,
ORD,HEL,0,
ORD,VCE,0,
ORD,HKG,0,
ORD,CPH,0,
ORD,CZM,0,
ORD,AKL,0,
ORD,ATH,0,
ORD,PLS,0,
ORD,WAW,0,
ORD,TLV,0,
ORD,TPE,0,
ORD,VIE,0,
ORD,AMM,0,
ORD,DOH,0,
ORD,HUX,0,
ORD,AUH,0,
ORD,GCM,0,
ORD,SXM,0,
ORD,PTY,0,
ORD,BCN,0,
ORD,ZIH,0,
ORD,UVF,0,
ORD,BZE,0,
ORD,PEK,0,
ORD,MAD,0,
ORD,FCO,0,
ORD,MBJ,0,
ORD,PUJ,0,
ORD,SJD,0,
ORD,DEL,0,
ORD,ADD,0,
ORD,SJO,0,
ORD,YUL,0,
ORD,YWG,0,
ORD,NAS,0,
ORD,AMS,0,
ORD,MUC,0,
ORD,PVG,0,
ORD,BJX,0,
ORD,YOW,0,
ORD,GUA,0,
ORD,KRK,0,
PBI,YUL,0,2020-04-06
PBI,YYZ,0,2020-04-06
PBI,MHH,1,2020-04-06
PDX,YVR,0,2020-04-06
PDX,GDL,1,2020-04-06
PDX,LHR,0,2020-04-06
PDX,YYZ,0,2020-04-06
PDX,HND,0,2020-04-06
PDX,YYC,0,2020-04-06
PDX,MLM,0,2020-04-06
PDX,PVR,0,2020-04-06
PDX,SJD,0,2020-04-06
PDX,KEF,0,2020-04-06
PDX,NRT,0,2020-04-06
PDX,AMS,0,2020-04-06
PDX,FRA,0,2020-04-06
PHL,CUN,1,2020-04-07
PHL,YUL,1,2020-04-07
PHL,YYZ,1,2020-04-08
PHL,CMN,0,
PHL,LHR,0,
PHL,MBJ,0,
PHL,SNN,0,
PHL,PUJ,0,
PHL,STT,0,
PHL,DBV,0,
PHL,SDQ,0,
PHL,ZRH,0,
PHL,LIS,0,
PHL,CDG,0,
PHL,DOH,0,
PHL,MAD,0,
PHL,KEF,0,
PHL,PRG,0,
PHL,EDI,0,
PHL,GCM,0,
PHL,SXM,0,
PHL,AUA,0,
PHL,VCE,0,
PHL,TXL,0,
PHL,DUB,0,
PHL,BCN,0,
PHL,BDA,0,
PHL,NAS,0,
PHL,YQB,0,
PHL,AMS,0,
PHL,YHZ,0,
PHL,UVF,0,
PHL,BUD,0,
PHL,MAN,0,
PHL,ATH,0,
PHL,YOW,0,
PHL,PLS,0,
PHL,FCO,0,
PHL,FRA,0,
PHX,YVR,0,2020-04-06
PHX,ZLO,0,2020-04-06
PHX,LHR,0,2020-04-06
PHX,YLW,0,2020-04-06
PHX,CUL,0,2020-04-06
PHX,CUN,1,2020-04-06
PHX,SJD,1,2020-04-06
PHX,CUU,0,2020-04-06
PHX,YYZ,0,2020-04-06
PHX,SJO,0,2020-04-06
PHX,MEX,0,2020-04-06
PHX,YUL,0,2020-04-06
PHX,GDL,0,2020-04-06
PHX,YEG,0,2020-04-06
PHX,YYC,0,2020-04-06
PHX,YWG,0,2020-04-06
PHX,ZIH,1,2020-04-06
PHX,HMO,0,2020-04-06
PHX,YXE,0,2020-04-06
PHX,YQR,0,2020-04-06
PHX,PVR,1,2020-04-06
PHX,MZT,1,2020-04-06
PHX,FRA,0,2020-04-06
PIE,YHZ,0,2020-04-06
PIE,YYZ,0,2020-04-06
PSP,YVR,0,2020-04-06
PSP,YYZ,0,2020-04-06
PSP,YEG,0,2020-04-06
PSP,YYC,0,2020-04-06
PSP,YWG,0,2020-04-06
PVD,YYZ,0,2020-04-06
RDU,LHR,0,2020-04-06
RDU,YYZ,0,2020-04-06
RDU,CDG,0,2020-04-06
RDU,CUN,0,2020-04-06
RDU,YUL,0,2020-04-06
RSW,DUS,0,2020-04-06
RSW,YOW,0,2020-04-06
RSW,YUL,0,2020-04-06
RSW,YYZ,0,2020-04-06
SAG,BOM,1,2020-04-06
SAG,HYD,1,2020-04-06
SAG,DEL,1,2020-04-06
SAG,MAA,1,2020-04-06
SAG,IDR,0,2020-04-06
SAG,BLR,1,2020-04-06
SAN,YVR,0,2020-04-06
SAN,LHR,0,2020-04-06
SAN,YYZ,0,2020-04-06
SAN,YEG,0,2020-04-06
SAN,YYC,0,2020-04-06
SAN,CDG,0,2020-04-06
SAN,PVR,1,2020-04-06
SAN,SJD,1,2020-04-06
SAN,NRT,1,2020-04-06
SAN,YUL,0,2020-04-06
SAN,FRA,0,2020-04-06
SAN,ZRH,0,2020-04-06
SAT,CUN,0,2020-04-06
SAT,MEX,0,2020-04-06
SAT,MTY,0,2020-04-06
SAT,GDL,0,2020-04-06
SAV,YYZ,0,2020-04-06
SEA,LHR,1,2020-04-07
SEA,LGW,1,2020-04-07
SEA,NRT,1,2020-04-07
SEA,HND,1,2020-04-07
SEA,SJD,1,2020-04-07
SEA,YVR,1,2020-04-07
SEA,YYC,1,2020-04-07
SEA,PVR,1,2020-04-07
SEA,YLW,0,
SEA,ICN,0,
SEA,CUN,0,
SEA,BLR,0,
SEA,YYZ,0,
SEA,TPE,0,
SEA,CDG,0,
SEA,KEF,0,
SEA,MEX,0,
SEA,YUL,0,
SEA,GDL,0,
SEA,YYJ,0,
SEA,DXB,0,
SEA,YEG,0,
SEA,SIN,0,
SEA,DUB,0,
SEA,PKX,0,
SEA,MNL,0,
SEA,HKG,0,
SEA,AMS,0,
SEA,MUC,0,
SEA,PVG,0,
SEA,MLM,0,
SEA,PEK,0,
SEA,FRA,0,
SFB,GEO,0,2020-04-06
SFB,MAD,0,2020-04-06
SFO,CUN,1,2020-04-07
SFO,YVR,1,2020-04-07
SFO,NRT,1,2020-04-07
SFO,HND,1,2020-04-07
SFO,SJD,1,2020-04-07
SFO,PVR,1,2020-04-07
SFO,SYD,1,2020-04-07
SFO,YYZ,1,2020-04-08
SFO,TPE,1,2020-04-08
SFO,GDL,1,2020-04-09
SFO,ICN,1,2020-04-09
SFO,LHR,1,2020-04-19
SFO,LGW,1,2020-04-19
SFO,WAW,0,
SFO,TLV,0,
SFO,IST,0,
SFO,NAN,0,
SFO,CAN,0,
SFO,PPT,0,
SFO,CTU,0,
SFO,ZRH,0,
SFO,LIS,0,
SFO,DEL,0,
SFO,KIX,0,
SFO,WUH,0,
SFO,CDG,0,
SFO,MAD,0,
SFO,SAL,0,
SFO,BNE,0,
SFO,MEX,0,
SFO,YUL,0,
SFO,ORY,0,
SFO,DXB,0,
SFO,YEG,0,
SFO,PTY,0,
SFO,YYC,0,
SFO,SIN,0,
SFO,HEL,0,
SFO,DUB,0,
SFO,BCN,0,
SFO,MNL,0,
SFO,AMS,0,
SFO,HKG,0,
SFO,CPH,0,
SFO,TAO,0,
SFO,MEL,0,
SFO,AKL,0,
SFO,MUC,0,
SFO,PVG,0,
SFO,PEK,0,
SFO,FCO,0,
SFO,OSL,0,
SFO,FRA,0,
SJC,YVR,0,2020-04-06
SJC,GDL,1,2020-04-06
SJC,LHR,0,2020-04-06
SJC,YYZ,0,2020-04-06
SJC,HND,0,2020-04-06
SJC,MLM,0,2020-04-06
SJC,PVR,0,2020-04-06
SJC,BJX,0,2020-04-06
SJC,SJD,0,2020-04-06
SJC,PEK,0,2020-04-06
SJC,NRT,0,2020-04-06
SJC,ZCL,0,2020-04-06
SLC,YVR,0,2020-04-06
SLC,GDL,1,2020-04-06
SLC,LHR,0,2020-04-06
SLC,YYZ,0,2020-04-06
SLC,YYC,0,2020-04-06
SLC,CDG,0,2020-04-06
SLC,CUN,0,2020-04-06
SLC,PVR,0,2020-04-06
SLC,SJD,0,2020-04-06
SLC,MEX,1,2020-04-06
SLC,AMS,1,2020-04-06
SMF,YVR,0,2020-04-06
SMF,GDL,1,2020-04-06
SMF,MLM,0,2020-04-06
SMF,BJX,0,2020-04-06
SMF,SJD,0,2020-04-06
SNA,YVR,0,2020-04-06
SRQ,YYZ,0,2020-04-06
STL,CUN,0,2020-04-06
STL,PUJ,0,2020-04-06
STL,YYZ,0,2020-04-06
STL,MBJ,0,2020-04-06
SXP,KSM,0,2020-04-06
TPA,GCM,1,2020-04-06
TPA,YHZ,0,2020-04-06
TPA,YYZ,0,2020-04-06
TPA,LGW,0,2020-04-06
TPA,PTY,0,2020-04-06
TPA,HAV,0,2020-04-06
TPA,YWG,0,2020-04-06
TPA,MHH,0,2020-04-06
TPA,CUN,0,2020-04-06
TPA,YOW,0,2020-04-06
TPA,YYT,0,2020-04-06
TPA,YHM,0,2020-04-06
TPA,NAS,1,2020-04-06
TPA,YUL,0,2020-04-06
TPA,AMS,0,2020-04-06
TPA,FRA,0,2020-04-06
TPA,ZRH,0,2020-04-06
